"Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallStart","CallEnd","CarInsurance" 
477,40,"blue-collar","married","primary",0,830,1,0,"cellular",13,"may",3,370,2,"failure","15:43:33","15:58:06",1
478,30,"blue-collar","married","secondary",0,791,1,1,"cellular",22,"jul",2,-1,0,NA,"15:38:13","15:40:30",0
479,32,"entrepreneur","married","tertiary",0,4465,1,0,NA,21,"may",2,-1,0,NA,"15:29:27","15:32:08",0
480,51,"blue-collar","married","primary",0,0,0,0,"cellular",21,"aug",4,-1,0,NA,"09:13:48","09:17:42",0
481,33,"management","single","tertiary",0,718,1,0,"cellular",6,"apr",1,98,2,"success","09:55:17","09:57:19",1
482,36,"blue-collar","married","secondary",0,1790,1,0,"cellular",16,"apr",2,-1,0,NA,"14:27:53","14:34:19",0
483,42,"blue-collar","married","secondary",0,2913,0,0,"cellular",3,"jun",1,195,1,"failure","14:45:37","14:57:22",1
484,38,"management","divorced","tertiary",0,5455,1,0,NA,27,"may",3,-1,0,NA,"09:43:33","09:46:57",0
485,34,"technician","married","secondary",0,1,1,0,"cellular",19,"nov",1,-1,0,NA,"09:51:01","09:52:49",0
486,49,"blue-collar","married","primary",0,408,0,0,"cellular",12,"aug",4,-1,0,NA,"13:20:29","13:29:48",1
487,54,NA,"married","primary",0,981,0,0,"cellular",22,"aug",12,-1,0,NA,"11:31:36","11:42:27",0
488,41,"blue-collar","married","primary",0,6596,1,0,"cellular",20,"nov",1,-1,0,NA,"15:42:47","15:44:15",0
489,59,"management","married","tertiary",0,3779,0,0,"cellular",18,"aug",3,-1,0,NA,"16:15:28","16:17:01",0
490,53,"management","married","tertiary",0,20772,0,0,"cellular",4,"feb",1,-1,0,NA,"17:03:50","17:15:45",0
491,45,"management","married","tertiary",0,786,0,0,"cellular",10,"sep",3,-1,0,NA,"16:28:13","16:29:37",1
492,41,"technician","single","secondary",0,28,0,0,NA,16,"may",1,-1,0,NA,"15:17:41","15:18:32",0
493,56,"blue-collar","married","primary",0,284,0,1,"telephone",3,"feb",4,204,4,"failure","12:03:08","12:05:12",0
494,51,"services","single","secondary",0,516,1,0,"cellular",13,"may",1,363,1,"failure","13:55:39","14:01:49",0
495,38,"management","divorced","tertiary",0,155,1,0,NA,20,"jun",26,-1,0,NA,"11:35:38","11:36:03",0
496,33,"blue-collar","married","primary",0,-191,1,1,"cellular",9,"jul",4,-1,0,NA,"17:10:35","17:32:05",1
497,36,"student","single","secondary",0,17,0,0,"cellular",22,"apr",1,-1,0,NA,"12:32:28","12:42:49",1
498,44,"management","married","tertiary",0,795,0,0,"cellular",28,"aug",24,-1,0,NA,"15:50:15","15:51:54",0
499,36,"technician","married","secondary",0,331,0,0,"cellular",22,"aug",4,-1,0,NA,"17:44:15","17:48:14",0
500,31,"technician","single","secondary",0,846,0,0,"cellular",26,"may",3,205,2,"failure","12:23:41","12:30:26",1
501,36,"technician","single","secondary",0,12264,0,0,"cellular",12,"apr",2,-1,0,NA,"09:01:53","09:04:31",1
502,25,"blue-collar","single","primary",0,292,1,1,"cellular",18,"may",2,-1,0,NA,"13:14:08","13:31:15",1
503,51,"self-employed","married","secondary",0,95,1,0,"cellular",23,"jul",4,-1,0,NA,"13:01:35","13:23:24",1
504,38,"services","married","secondary",0,775,0,0,"cellular",12,"feb",3,182,2,"success","12:46:03","13:16:38",1
505,32,"technician","single","secondary",0,6402,1,0,"cellular",6,"may",1,167,1,"success","16:47:25","16:50:03",0
506,49,"admin.","single","secondary",0,275,0,0,NA,8,"may",1,-1,0,NA,"09:48:13","09:48:27",0
507,37,"blue-collar","married","secondary",0,489,1,0,NA,2,"jun",1,-1,0,NA,"12:55:03","12:55:27",0
508,36,"blue-collar","married","primary",0,599,1,0,NA,21,"may",2,-1,0,NA,"16:39:55","16:50:44",1
509,43,"management","married","tertiary",0,1429,1,0,"cellular",7,"may",1,169,3,"success","10:04:09","10:21:19",1
510,49,"services","married","secondary",0,2416,1,0,"cellular",16,"apr",1,-1,0,NA,"11:37:57","12:00:43",1
511,32,"blue-collar","divorced","primary",0,380,0,0,"cellular",25,"jul",2,-1,0,NA,"15:40:55","15:41:43",0
512,60,"management","divorced","secondary",0,0,0,0,"cellular",5,"aug",3,-1,0,NA,"14:08:24","14:18:27",1
513,43,"blue-collar","married","primary",0,223,1,0,"cellular",4,"feb",2,204,2,"other","16:17:19","16:19:11",0
514,53,"admin.","single","secondary",0,654,0,0,NA,10,"jul",1,-1,0,NA,"16:06:09","16:07:16",1
515,57,"management","married","tertiary",0,2261,1,0,NA,8,"may",1,-1,0,NA,"09:59:25","10:16:12",0
516,45,"technician","single","secondary",0,410,1,0,NA,30,"may",4,-1,0,NA,"11:32:26","11:47:17",1
517,33,"admin.","married","secondary",0,177,1,0,"cellular",11,"may",1,-1,0,NA,"12:23:37","12:25:17",0
518,56,"blue-collar","married","primary",0,2163,0,0,"telephone",31,"jul",3,-1,0,NA,"10:18:54","10:19:25",0
519,59,"blue-collar","married","primary",0,320,1,0,NA,15,"may",1,-1,0,NA,"15:42:21","15:53:56",1
520,40,"management","married","tertiary",0,254,0,0,"cellular",19,"aug",2,-1,0,NA,"09:27:04","09:30:18",0
521,37,"management","single","tertiary",0,240,0,0,NA,5,"jun",1,-1,0,NA,"10:58:28","11:17:11",1
522,34,"blue-collar","single","secondary",0,-72,1,0,"cellular",7,"jul",5,-1,0,NA,"10:12:01","10:16:34",0
523,27,"blue-collar","single","secondary",0,535,0,0,"cellular",15,"feb",1,91,2,"success","13:21:03","13:23:54",1
524,47,"services","divorced","secondary",0,-1730,1,1,"cellular",18,"may",3,-1,0,NA,"15:28:15","15:31:13",0
525,32,"unemployed","married","tertiary",0,1364,0,0,"cellular",11,"aug",4,-1,0,NA,"12:38:42","12:40:26",0
526,32,"technician","married","secondary",0,344,1,1,"cellular",14,"may",11,-1,0,NA,"15:10:56","15:11:50",0
527,34,"admin.","married","primary",0,412,1,0,"cellular",13,"may",1,287,2,"failure","12:53:08","12:56:45",0
528,24,"management","single","tertiary",0,393,0,0,"cellular",27,"sep",1,-1,0,NA,"15:40:46","16:02:24",1
529,47,"blue-collar","divorced","primary",0,603,1,1,"cellular",8,"may",1,-1,0,NA,"12:53:09","13:11:09",1
530,72,"retired","married","secondary",0,5715,0,0,"cellular",17,"nov",5,184,3,"success","11:46:47","12:05:34",1
531,34,"services","single","secondary",0,2257,0,1,"telephone",30,"jan",2,-1,0,NA,"17:06:26","17:15:54",0
532,38,"entrepreneur","divorced","secondary",0,1190,1,0,"cellular",7,"dec",4,186,5,"success","14:42:25","14:48:12",0
533,61,"retired","married","secondary",0,86,0,0,"cellular",25,"jan",1,94,1,"success","16:46:41","16:57:20",1
534,44,"blue-collar","married","secondary",0,0,0,0,"cellular",30,"jul",2,-1,0,NA,"13:51:49","14:03:13",1
535,31,"self-employed","single","tertiary",0,2589,0,0,"cellular",21,"nov",1,-1,0,NA,"15:08:27","15:18:41",1
536,30,"management","single","tertiary",0,201,1,0,"cellular",17,"mar",2,-1,0,NA,"11:13:06","11:18:31",1
537,33,NA,"single","secondary",0,1522,0,1,"cellular",19,"nov",1,-1,0,NA,"12:44:40","13:00:46",0
538,46,"blue-collar","married","primary",0,1429,1,0,NA,14,"may",1,-1,0,NA,"13:57:50","13:59:21",0
539,59,"unemployed","single","primary",0,7724,0,0,"cellular",21,"nov",3,-1,0,NA,"09:26:05","09:32:18",1
540,32,"blue-collar","married","primary",0,3136,1,0,"cellular",19,"nov",1,-1,0,NA,"10:03:09","10:16:49",1
541,28,"housemaid","single","tertiary",0,19,0,0,"cellular",17,"apr",1,-1,0,NA,"10:34:32","10:37:01",1
542,29,"management","married","tertiary",0,10576,0,0,NA,15,"may",2,-1,0,NA,"11:43:04","12:03:28",1
543,61,"retired","divorced","secondary",0,927,0,0,"cellular",30,"apr",3,-1,0,NA,"16:48:12","16:55:19",1
544,36,"management","married","tertiary",0,203,0,0,"cellular",25,"jan",1,88,1,"success","14:34:31","14:38:46",1
545,37,"entrepreneur","married","tertiary",0,41,0,0,"cellular",14,"jul",3,-1,0,NA,"10:39:31","10:45:59",0
546,46,"housemaid","married","secondary",0,38,0,0,"cellular",25,"nov",1,-1,0,NA,"15:36:31","15:45:32",1
547,35,"services","married","secondary",0,8412,0,0,NA,9,"jun",4,-1,0,NA,"12:23:57","12:31:56",0
548,69,"retired","married","primary",0,324,0,0,"cellular",4,"feb",4,-1,0,NA,"13:19:07","13:21:23",1
549,28,"technician","single","tertiary",0,3623,0,0,"cellular",10,"mar",1,-1,0,NA,"16:45:47","16:50:08",1
550,33,"blue-collar","married","secondary",0,1221,1,0,"cellular",7,"may",6,-1,0,NA,"13:56:42","13:58:49",0
551,57,"retired","married","primary",0,3123,1,0,NA,15,"may",1,-1,0,NA,"09:51:51","09:54:49",0
552,31,"technician","single","tertiary",0,13711,1,0,"cellular",20,"nov",3,-1,0,NA,"15:02:18","15:27:50",1
553,37,"blue-collar","married","primary",0,-106,1,1,"cellular",12,"may",1,-1,0,NA,"17:38:04","17:49:34",1
554,60,"retired","married","primary",0,0,0,0,"telephone",30,"jul",3,-1,0,NA,"09:04:37","09:06:47",0
555,35,"blue-collar","single",NA,0,422,0,0,NA,16,"jun",1,-1,0,NA,"13:06:03","13:08:23",0
556,56,"entrepreneur","married","tertiary",0,693,0,0,"cellular",22,"jul",5,-1,0,NA,"15:10:43","15:12:12",0
557,45,"retired","married","primary",0,1152,0,0,NA,18,"jun",2,-1,0,NA,"09:04:14","09:08:08",0
558,30,"management","single","secondary",0,2143,1,1,"cellular",18,"aug",10,-1,0,NA,"13:09:57","13:18:31",0
559,34,"technician","married","secondary",0,1035,0,0,"cellular",25,"aug",10,-1,0,NA,"10:21:21","10:44:15",1
560,41,"self-employed","single","tertiary",0,1081,0,0,"cellular",27,"may",3,-1,0,NA,"16:41:16","16:45:05",1
561,32,"admin.","single","secondary",0,566,1,0,"cellular",29,"jan",1,-1,0,NA,"12:30:10","12:31:11",0
562,34,"admin.","married","tertiary",0,142,1,0,"cellular",13,"may",1,-1,0,NA,"11:02:23","11:10:02",1
563,29,"management","single",NA,0,560,0,0,"cellular",5,"apr",1,307,1,"failure","17:15:15","17:22:54",1
564,38,"management","married","tertiary",1,-1007,1,1,NA,19,"jun",1,-1,0,NA,"10:44:38","10:45:49",0
565,35,"management","married","tertiary",0,867,1,0,NA,2,"jun",3,-1,0,NA,"16:42:59","16:46:49",1
566,44,"management","single","secondary",0,-228,1,1,"cellular",13,"may",1,362,2,"failure","10:26:28","10:27:06",0
567,39,"blue-collar","married","primary",0,1742,0,0,NA,9,"jul",6,-1,0,NA,"15:51:37","15:53:47",0
568,57,"admin.","married","secondary",0,169,0,0,"cellular",3,"feb",1,-1,0,NA,"14:52:10","14:58:19",1
569,31,"blue-collar","single","secondary",0,26,0,0,"cellular",5,"feb",1,-1,0,NA,"14:54:59","14:56:42",0
570,59,"entrepreneur","married","tertiary",0,-23,0,1,"cellular",20,"aug",7,-1,0,NA,"12:14:52","12:18:07",0
571,57,"blue-collar","married","secondary",0,621,1,0,"cellular",17,"apr",3,-1,0,NA,"13:08:42","13:21:40",0
572,53,"management","married","tertiary",0,1624,0,0,"cellular",5,"feb",3,-1,0,NA,"11:26:43","11:29:21",1
573,46,"blue-collar","married","primary",0,346,1,0,NA,15,"may",1,-1,0,NA,"11:44:50","11:51:32",0
574,26,"management","single","tertiary",0,1027,0,0,"cellular",23,"sep",1,-1,0,NA,"12:26:37","12:39:01",1
575,43,"admin.","married","tertiary",0,189,1,0,"cellular",14,"jul",4,-1,0,NA,"10:12:58","10:30:40",1
576,37,"management","married",NA,0,247,0,0,"cellular",9,"jul",1,-1,0,NA,"11:12:15","11:18:21",0
577,45,"admin.","married","secondary",0,142,1,1,NA,29,"may",3,-1,0,NA,"16:35:57","16:37:47",0
578,54,"management","married","tertiary",0,534,0,0,"cellular",1,"jun",2,-1,0,NA,"10:38:09","10:41:06",1
579,27,"blue-collar","single","secondary",0,294,1,1,NA,28,"may",2,-1,0,NA,"13:53:29","14:05:03",1
580,27,"admin.","married","secondary",0,-393,1,1,NA,23,"may",2,-1,0,NA,"09:36:39","09:40:34",0
581,30,"management","single","tertiary",0,3384,0,0,"cellular",4,"jun",2,-1,0,NA,"16:31:42","16:41:20",1
582,68,"retired","married","tertiary",0,2812,0,0,"cellular",4,"aug",1,1,7,"success","12:23:41","12:34:32",1
583,30,"management","married","tertiary",0,107,1,1,"cellular",18,"jul",1,-1,0,NA,"17:54:18","17:58:41",0
584,56,"management","married","tertiary",0,3610,1,0,"cellular",19,"nov",4,-1,0,NA,"16:55:16","16:57:58",0
585,31,"technician","married","secondary",0,684,1,0,"cellular",7,"dec",3,-1,0,NA,"15:00:44","15:11:04",1
586,26,"technician","single","secondary",0,603,0,1,"cellular",17,"jul",1,-1,0,NA,"14:24:45","14:27:41",0
587,46,"technician","married","secondary",0,49,1,0,NA,30,"may",3,-1,0,NA,"12:57:13","12:58:49",0
588,49,"technician","divorced","secondary",0,-403,0,1,"cellular",21,"jul",2,-1,0,NA,"15:05:58","15:14:00",0
589,24,"management","married","secondary",0,867,1,0,NA,20,"jun",10,-1,0,NA,"16:35:37","16:44:43",1
590,27,"self-employed","single","secondary",0,50,0,0,"cellular",29,"jan",1,-1,0,NA,"09:09:54","09:12:42",0
591,51,"retired","married","primary",0,2525,0,0,NA,11,"jun",2,-1,0,NA,"11:57:26","12:00:30",0
592,56,"management","married","tertiary",0,505,1,1,"cellular",17,"nov",1,172,2,"failure","09:04:42","09:07:33",0
593,40,"admin.","married","secondary",0,5,0,0,"cellular",2,"feb",1,-1,0,NA,"15:01:39","15:04:33",0
594,27,"technician","married","secondary",0,512,1,0,NA,19,"may",1,-1,0,NA,"11:35:12","11:37:20",0
595,36,"management","single","tertiary",0,6450,1,0,NA,29,"may",1,-1,0,NA,"17:44:27","17:46:08",0
596,37,"services","married","secondary",0,2915,0,0,"cellular",26,"may",2,-1,0,NA,"09:18:59","09:24:13",0
597,43,"admin.","married","secondary",0,2576,1,0,"cellular",17,"nov",2,-1,0,NA,"11:26:06","11:28:29",0
598,33,"admin.","divorced","secondary",0,661,1,0,"cellular",18,"nov",1,173,2,"other","15:44:04","15:50:55",0
599,38,"technician","married","secondary",0,37,0,0,"cellular",17,"jul",1,-1,0,NA,"10:34:01","10:35:37",0
600,37,"admin.","married","secondary",0,0,1,0,"cellular",22,"jul",1,-1,0,NA,"16:39:09","16:42:14",0
601,30,"management","single","tertiary",0,136,1,0,NA,23,"may",1,-1,0,NA,"10:17:11","10:19:43",0
602,43,"blue-collar","married","primary",0,108,1,1,NA,15,"may",4,-1,0,NA,"16:21:15","16:28:15",0
603,65,"retired","married","tertiary",0,2416,0,0,"cellular",17,"feb",2,-1,0,NA,"17:01:56","17:05:37",1
604,42,"technician","single","secondary",0,1364,1,0,NA,15,"may",6,-1,0,NA,"13:02:36","13:33:43",1
605,35,"technician","single","secondary",0,2144,1,0,NA,13,"may",2,-1,0,NA,"15:31:25","15:34:33",0
606,53,NA,"married","primary",0,732,0,0,"cellular",27,"oct",2,-1,0,NA,"09:01:01","09:13:40",1
607,55,"housemaid","married","primary",0,0,1,0,"cellular",17,"jul",2,-1,0,NA,"17:05:06","17:26:49",1
608,34,"blue-collar","divorced","secondary",0,383,1,0,NA,13,"may",1,-1,0,NA,"16:55:02","17:32:13",1
609,29,"admin.","single","secondary",0,306,1,0,"cellular",18,"may",4,-1,0,NA,"15:57:48","16:10:42",1
610,37,"services","single","secondary",0,459,0,0,"telephone",16,"jul",14,-1,0,NA,"14:26:39","14:27:40",0
611,59,"entrepreneur","married","secondary",0,1085,0,1,"cellular",29,"jul",4,-1,0,NA,"14:17:40","14:19:21",0
612,22,"student","single","secondary",0,216,0,0,"cellular",8,"feb",1,187,1,"success","11:24:18","11:30:21",1
613,31,"unemployed","married","secondary",0,314,1,0,"cellular",20,"nov",3,178,7,"failure","14:21:17","14:43:38",1
614,51,"blue-collar","married","secondary",0,4695,0,0,"cellular",29,"aug",10,-1,0,NA,"14:56:55","14:57:03",0
615,39,"services","married","secondary",0,25,1,1,"cellular",12,"may",1,351,3,"failure","13:47:44","13:58:42",1
616,53,"management","married","tertiary",0,1356,1,0,"cellular",9,"nov",2,96,4,"failure","17:15:59","17:22:10",0
617,37,"blue-collar","married","primary",0,1941,1,0,"cellular",20,"apr",2,-1,0,NA,"11:13:36","11:16:07",0
618,26,"services","married","secondary",0,-285,1,1,NA,4,"jun",1,-1,0,NA,"16:55:54","17:00:33",0
619,34,"blue-collar","married","secondary",0,320,1,0,"cellular",12,"aug",1,828,2,"failure","13:57:22","14:03:14",1
620,36,"blue-collar","married","primary",0,2040,1,0,"cellular",13,"may",2,-1,0,NA,"16:03:31","16:05:36",0
621,46,"management","divorced","tertiary",0,4917,1,1,"cellular",31,"jul",2,-1,0,NA,"12:25:29","12:25:34",0
622,59,"housemaid","married","primary",0,100,0,0,"cellular",5,"aug",1,-1,0,NA,"14:05:24","14:24:18",1
623,38,"housemaid","divorced","tertiary",0,4312,0,0,"cellular",21,"nov",4,182,2,"other","15:49:51","15:56:38",0
624,37,"management","married","tertiary",0,2987,1,0,"cellular",15,"feb",1,91,9,"failure","12:11:15","12:12:48",1
625,54,"admin.","divorced","secondary",0,200,0,0,"cellular",3,"jun",1,-1,0,NA,"10:17:31","10:20:21",1
626,36,"unemployed","divorced","secondary",0,5,1,0,"cellular",30,"jan",1,2,2,"other","17:00:48","17:03:37",0
627,38,"management","married","tertiary",0,46,0,0,"cellular",29,"aug",4,-1,0,NA,"10:08:47","10:09:57",0
628,49,"services","married","secondary",0,180,1,1,NA,2,"jun",3,-1,0,NA,"09:00:49","09:07:21",0
629,34,"technician","married","secondary",0,46,1,1,NA,3,"jul",1,-1,0,NA,"17:28:16","17:35:08",0
630,34,"blue-collar","married","secondary",0,320,1,0,"cellular",12,"nov",1,92,3,"success","10:16:08","10:23:01",1
631,34,"technician","single","secondary",0,161,0,0,"cellular",21,"aug",1,-1,0,NA,"12:54:15","13:01:01",0
632,36,"admin.","married","secondary",0,11,1,0,"cellular",2,"oct",3,-1,0,NA,"12:01:19","12:03:20",0
633,52,"management","married","tertiary",0,-970,1,0,"cellular",4,"feb",1,-1,0,NA,"17:08:19","17:16:28",1
634,57,"housemaid","married","primary",0,0,0,0,NA,17,"jun",2,-1,0,NA,"14:04:22","14:07:29",0
635,63,"retired","divorced","secondary",0,1490,0,0,"cellular",8,"jun",1,-1,0,NA,"16:38:20","16:46:46",1
636,43,"services","married","secondary",0,774,0,0,"cellular",24,"jun",1,91,2,"success","16:21:27","16:29:29",1
637,38,"admin.","single","secondary",1,-61,0,1,"cellular",18,"jul",2,-1,0,NA,"10:53:44","10:55:26",0
638,45,"admin.","divorced","secondary",0,397,1,1,"cellular",22,"may",1,95,2,"success","13:14:39","13:24:21",1
639,28,"management","single","tertiary",0,3611,0,0,"cellular",26,"feb",2,-1,0,NA,"10:34:05","10:36:26",1
640,64,"retired","married","secondary",0,466,1,0,"cellular",18,"oct",1,-1,0,NA,"10:33:54","10:42:40",1
641,47,"admin.","divorced","secondary",0,2232,0,0,"cellular",27,"may",1,103,1,"success","11:27:44","11:35:03",1
642,59,"blue-collar","married","secondary",0,2605,0,0,"cellular",30,"jan",2,-1,0,NA,"09:06:44","09:08:09",0
643,32,"management","single","tertiary",0,15561,1,0,"cellular",28,"jul",3,-1,0,NA,"09:12:21","09:14:52",0
644,54,"services","married","secondary",0,-165,0,1,NA,3,"jul",1,-1,0,NA,"14:26:02","14:29:24",0
645,39,"admin.","married","secondary",0,3732,1,0,"cellular",18,"nov",1,181,2,"failure","14:38:16","14:46:51",0
646,25,"technician","single","secondary",0,4718,0,0,"cellular",24,"jul",1,-1,0,NA,"16:06:48","16:18:37",1
647,52,"management","married","tertiary",0,25,0,1,"cellular",15,"jul",3,-1,0,NA,"11:41:27","11:44:17",0
648,38,"technician","married","secondary",0,6,1,0,NA,26,"may",4,-1,0,NA,"14:39:05","14:40:58",0
649,33,"technician","married","secondary",0,3107,0,1,"cellular",7,"aug",2,-1,0,NA,"09:41:52","09:44:53",0
650,61,"retired","married","primary",0,56,0,0,"cellular",7,"sep",3,-1,0,NA,"16:55:44","17:00:32",1
651,38,"blue-collar","single","tertiary",0,2885,1,0,NA,20,"jun",10,-1,0,NA,"10:46:11","11:09:53",1
652,36,"management","married","tertiary",0,630,0,0,"cellular",2,"feb",1,-1,0,NA,"10:28:09","10:32:54",1
653,50,"management","married","tertiary",0,5969,0,0,"cellular",25,"jan",1,544,2,"failure","16:59:19","17:06:54",1
654,64,"retired","married","primary",0,12067,0,0,"telephone",30,"jul",2,92,2,"success","10:00:39","10:06:46",1
655,35,"blue-collar","married","primary",0,46,0,0,"cellular",8,"jul",3,-1,0,NA,"16:52:01","16:57:39",0
656,51,"admin.","married","secondary",0,241,0,0,"cellular",7,"dec",2,-1,0,NA,"14:24:08","14:29:16",1
657,43,"blue-collar","single","secondary",0,3,1,0,NA,9,"may",3,-1,0,NA,"16:56:39","17:12:08",1
658,36,"technician","married","tertiary",0,521,0,0,"cellular",20,"oct",3,-1,0,NA,"09:22:02","09:27:49",1
659,47,"technician","married","secondary",0,1167,1,0,"cellular",2,"feb",3,73,2,"success","11:15:23","11:17:42",0
660,40,"technician","married","tertiary",0,1293,0,0,"cellular",16,"sep",3,105,2,"success","17:06:05","17:34:27",1
661,56,"retired","married","secondary",0,-1206,1,0,"cellular",15,"jun",2,-1,0,NA,"17:27:06","17:33:28",1
662,22,"housemaid","single","secondary",0,1796,0,0,"cellular",28,"jun",3,-1,0,NA,"09:07:02","09:13:11",1
663,47,"management","married","tertiary",0,109,1,0,"cellular",16,"apr",2,268,1,"failure","10:43:25","10:44:56",0
664,22,"unemployed","single","tertiary",0,993,0,0,"cellular",28,"jul",3,93,1,"other","15:33:01","15:34:56",1
665,52,"technician","married","secondary",0,420,0,0,NA,16,"may",4,-1,0,NA,"15:41:07","15:42:59",0
666,49,"blue-collar","married","secondary",0,-327,1,0,"cellular",7,"may",1,-1,0,NA,"16:10:56","16:17:59",0
667,22,"student","single","secondary",0,722,1,0,"cellular",2,"apr",1,-1,0,NA,"12:52:01","12:53:49",0
668,30,"technician","single","secondary",0,-522,1,1,"cellular",5,"may",2,286,6,"failure","10:08:05","10:19:15",1
669,61,"retired","married","primary",0,197,0,0,"cellular",17,"feb",1,-1,0,NA,"17:18:00","17:19:53",1
670,27,"admin.","married","secondary",0,941,1,0,"cellular",11,"jul",1,-1,0,NA,"14:34:29","14:36:33",0
671,43,"blue-collar","married","secondary",0,171,1,0,"cellular",13,"may",1,364,1,"failure","15:48:33","15:50:09",0
672,50,"admin.","divorced",NA,0,4204,0,0,NA,19,"jun",2,-1,0,NA,"17:39:27","17:45:02",0
673,55,"housemaid","married","primary",0,2152,0,0,NA,19,"jun",2,-1,0,NA,"09:32:58","09:48:20",1
674,38,"entrepreneur","married","secondary",0,593,1,1,"cellular",24,"jul",24,-1,0,NA,"09:10:15","09:34:59",1
675,57,"management","married","tertiary",0,2266,0,0,"cellular",5,"aug",1,-1,0,NA,"17:21:04","17:26:10",0
676,43,"management","married","tertiary",0,-271,1,1,"telephone",14,"may",1,-1,0,NA,"10:48:57","10:50:58",0
677,32,"blue-collar","married","secondary",0,328,1,0,NA,20,"may",1,-1,0,NA,"12:18:01","12:20:13",0
678,42,"admin.","married","secondary",0,529,1,1,"cellular",19,"nov",3,-1,0,NA,"17:08:04","17:11:17",0
679,41,"management","married","tertiary",0,771,1,0,"cellular",26,"aug",8,-1,0,NA,"11:10:57","11:12:43",0
680,41,"technician","married","secondary",0,417,0,0,"cellular",27,"aug",3,-1,0,NA,"12:27:06","12:28:23",0
681,34,"services","divorced","secondary",0,797,1,0,"cellular",20,"nov",1,126,1,"failure","12:18:39","12:20:07",0
682,36,"management","married","tertiary",0,322,1,0,"cellular",22,"jul",1,-1,0,NA,"11:55:13","12:03:18",0
683,36,"technician","single","primary",0,2169,1,0,"cellular",18,"nov",2,110,3,"other","10:00:32","10:02:45",0
684,43,"retired","married","primary",0,400,1,0,"telephone",28,"jul",3,-1,0,NA,"17:03:30","17:08:12",0
685,24,"admin.","single","secondary",0,172,0,0,"cellular",3,"feb",1,-1,0,NA,"11:48:25","11:50:19",0
686,56,"blue-collar","married","primary",0,3498,0,0,"cellular",15,"apr",2,-1,0,NA,"15:29:28","15:33:52",1
687,25,"management","single","tertiary",0,2305,0,0,"cellular",12,"aug",2,104,2,"failure","09:56:53","10:00:35",0
688,31,"technician","single","tertiary",0,1051,0,0,"cellular",25,"aug",4,-1,0,NA,"13:55:22","13:57:08",0
689,48,"services","married","secondary",0,11516,0,0,NA,11,"jun",8,-1,0,NA,"17:20:58","17:27:37",0
690,59,"unemployed","married","secondary",0,1625,0,0,"cellular",4,"aug",1,180,2,"success","13:37:24","13:40:42",1
691,35,"blue-collar","single","secondary",0,1017,0,0,NA,6,"jun",2,-1,0,NA,"13:13:38","13:14:31",0
692,46,"blue-collar","married","secondary",0,78,1,1,NA,7,"may",1,-1,0,NA,"16:44:42","16:47:07",0
693,47,"management","married","tertiary",0,866,0,0,NA,20,"jun",7,-1,0,NA,"09:05:47","09:05:54",0
694,29,"management","single","tertiary",0,874,1,0,"cellular",16,"sep",1,103,1,"success","10:26:14","10:28:46",1
695,52,"blue-collar","divorced","primary",0,-191,1,0,NA,15,"may",1,-1,0,NA,"09:58:35","10:11:10",1
696,51,"management","married","primary",0,98,1,0,NA,7,"may",2,-1,0,NA,"14:20:30","14:22:24",0
697,49,"retired","divorced","secondary",0,224,0,1,"cellular",31,"jul",4,-1,0,NA,"12:22:29","12:23:48",0
698,47,"technician","single","secondary",0,600,0,1,"cellular",4,"aug",2,-1,0,NA,"13:42:04","13:44:57",0
699,58,"retired","divorced","tertiary",0,5253,0,0,"cellular",9,"apr",4,295,3,"failure","09:01:23","09:04:05",0
700,37,"technician","divorced","secondary",0,3068,1,1,"cellular",20,"nov",2,195,1,"other","12:23:00","12:29:10",1
701,44,"blue-collar","single",NA,0,2167,1,0,NA,7,"may",1,-1,0,NA,"09:09:23","09:30:36",0
702,32,"technician","single","tertiary",0,0,0,0,"cellular",7,"aug",2,-1,0,NA,"10:43:15","10:47:43",0
703,31,"management","single","tertiary",0,1017,0,0,"cellular",2,"feb",1,-1,0,NA,"09:23:44","09:25:07",0
704,44,"technician","married","tertiary",0,1818,1,1,"cellular",3,"feb",1,92,4,"failure","12:21:51","12:30:19",1
705,50,"management","married","tertiary",0,290,0,1,"cellular",8,"aug",2,-1,0,NA,"16:32:31","16:33:21",0
706,38,"admin.","married","secondary",0,3091,1,0,"cellular",24,"jul",2,-1,0,NA,"12:19:00","12:19:13",0
707,32,"admin.","divorced","secondary",0,1288,1,0,"cellular",12,"may",1,-1,0,NA,"14:27:02","14:31:48",0
708,31,"management","single","tertiary",0,-24,1,1,NA,3,"jun",6,-1,0,NA,"10:59:31","11:09:20",0
709,51,"blue-collar","married","secondary",0,-286,1,0,NA,9,"may",1,-1,0,NA,"12:45:40","12:46:50",0
710,38,"management","married","tertiary",0,0,1,0,"cellular",26,"aug",38,-1,0,NA,"17:03:09","17:03:31",0
711,29,"blue-collar","married","secondary",0,5903,1,0,NA,8,"may",1,-1,0,NA,"09:42:01","09:45:15",0
712,31,"technician","divorced","secondary",0,105,1,0,"cellular",16,"jul",1,-1,0,NA,"16:04:00","16:05:12",0
713,22,"management","single","tertiary",0,104,0,1,"cellular",16,"apr",3,-1,0,NA,"11:50:46","11:56:16",1
